trajectory_id,split,amplitude,phase,v0,t,u,v,dv
test_interp_2,test_interp,0.62,2.55,0,7.14,0.5507050804977845,-0.09381584604858483,0.5630511253150678
test_interp_2,test_interp,0.62,2.55,0,7.16,0.5590116062704836,-0.08249168960983695,0.5693536248093477
test_interp_2,test_interp,0.62,2.55,0,7.18,0.5671301154056781,-0.07104214636894127,0.5755893297235818
test_interp_2,test_interp,0.62,2.55,0,7.2,0.5750528622438661,-0.05946858046548759,0.5817554303155242
test_interp_2,test_interp,0.62,2.55,0,7.22,0.5827722037113893,-0.04777241132223201,0.5878492084231152
test_interp_2,test_interp,0.62,2.55,0,7.24,0.5902806074361934,-0.03595511178891611,0.5938680399143711
test_interp_2,test_interp,0.62,2.55,0,7.26,0.5975706597663504,-0.02401820623754435,0.5998093970923319
test_interp_2,test_interp,0.62,2.55,0,7.28,0.6046350736826533,-0.01196326860997806,0.6056708510591605
test_interp_2,test_interp,0.62,2.55,0,7.3,0.6114666965966946,0.0002080794225552372,0.6114500264295148
test_interp_2,test_interp,0.62,2.55,0,7.32,0.6180585180259719,0.01249301016942038,0.6169732357957169
test_interp_2,test_interp,0.62,2.55,0,7.34,0.6244036771376812,0.02488418154421553,0.622072370244025
test_interp_2,test_interp,0.62,2.55,0,7.36,0.6304954701530072,0.03737301093892727,0.6267374212072404
test_interp_2,test_interp,0.62,2.55,0,7.38,0.6363273576038551,0.04995072181389253,0.6309590088233927
test_interp_2,test_interp,0.62,2.55,0,7.4,0.6418929714341406,0.06260835655000833,0.6347284094396988
test_interp_2,test_interp,0.62,2.55,0,7.42,0.6471861219379,0.07533678983214485,0.6380375812051114
test_interp_2,test_interp,0.62,2.55,0,7.44,0.6522008045266697,0.08812674252413644,0.6408791876133854
test_interp_2,test_interp,0.62,2.55,0,7.46,0.6569312063187595,0.1009687959930657,0.6432466188689551
test_interp_2,test_interp,0.62,2.55,0,7.48,0.6613717125432353,0.1138534068381149,0.6451340109594312
test_interp_2,test_interp,0.62,2.55,0,7.5,0.6655169127516185,0.1267709219770586,0.6465362623310514
test_interp_2,test_interp,0.62,2.55,0,7.52,0.6693616068305235,0.1397115940415314,0.6474490480769068
test_interp_2,test_interp,0.62,2.55,0,7.54,0.6729008108086555,0.1526655970305441,0.6478688315620311
test_interp_2,test_interp,0.62,2.55,0,7.56,0.67612976245182,0.1656230421703483,0.6477928734244236
test_interp_2,test_interp,0.62,2.55,0,7.58,0.6790439266398117,0.1785739939276903,0.6472192379065888
test_interp_2,test_interp,0.62,2.55,0,7.6,0.6816390005192954,0.1915084861227414,0.6461467964881127
test_interp_2,test_interp,0.62,2.55,0,7.62,0.6839109184270136,0.2044165380875657,0.6445752288059705
test_interp_2,test_interp,0.62,2.55,0,7.64,0.6858558565779224,0.2172881708158828,0.64250502086557
test_interp_2,test_interp,0.62,2.55,0,7.66,0.6874702375130828,0.2301134230501059,0.6399374605617639
test_interp_2,test_interp,0.62,2.55,0,7.68,0.6887507343024202,0.2428823672521801,0.6368746305451332
test_interp_2,test_interp,0.62,2.55,0,7.7,0.6896942744976969,0.2555851254056116,0.6333193984845168
test_interp_2,test_interp,0.62,2.55,0,7.72,0.6902980438313387,0.2682118845972493,0.6292754047919943
test_interp_2,test_interp,0.62,2.55,0,7.74,0.6905594896570026,0.2807529123288514,0.624747047891072
test_interp_2,test_interp,0.62,2.55,0,7.76,0.6904763241280691,0.2931985715102253,0.6197394671226509
test_interp_2,test_interp,0.62,2.55,0,7.78,0.6900465271105127,0.3055393350877497,0.6142585233962674
test_interp_2,test_interp,0.62,2.55,0,7.8,0.6892683488268886,0.3177658002643602,0.6083107777060327
test_interp_2,test_interp,0.62,2.55,0,7.82,0.6881403122284708,0.3298687022695783,0.6019034676415459
test_interp_2,test_interp,0.62,2.55,0,7.84,0.6866612150928522,0.3418389276408665,0.5950444820337212
test_interp_2,test_interp,0.62,2.55,0,7.86,0.6848301318446343,0.3536675269804798,0.5877423338839273
test_interp_2,test_interp,0.62,2.55,0,7.88,0.6826464150971007,0.3653457271550235,0.5800061317319607
test_interp_2,test_interp,0.62,2.55,0,7.9,0.6801096969131029,0.3768649429080999,0.5718455496242358
